id,name,Label,labels,entityType,brand,category,country,foundedYear,marketPositioning,price,releaseYear,weight,effectivePixels,ibisStops,afPoints,batteryShots,cardSlots,screenType,videoBitrate,mount,portabilityLevel,focalLength,maxAperture,lensType,coverage,stabilization,ecosystemNote,componentType,indexValue,description,minBudget,maxBudget,experience,mainUse,portabilityNeed,sourcePlatform,sourceRank,sourceTitle,sourceUrl,marketHotScore,marketNote,keyword,sku,title,shop,sold,soldScore,rank,url,capturedAt,cameraModel,lensModel,priceType,priceDate,condition,mediaScore,userScore,pros,cons,reviewDate,targetModel,platform
offer_jd_10158296775136,【大促底价】富士XT5 16 55二代 全新官方标配,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,19698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10158296775136,【大促底价】富士XT5 16 55二代 全新官方标配,乐严选数码买手店,已售2000+,2000,,https://item.jd.com/10158296775136.html,2026-06-06T07:20:34.772Z,X-T5,,,,,,,,,,,京东
offer_jd_10165137640802,佳能Canon [官方旗舰店] EOS R100套机入门微单相机照相机 买家秀晒图赢20元E卡 至高24期免息 EOS R100 套机 RF-S18-45mm,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10165137640802,佳能Canon [官方旗舰店] EOS R100套机入门微单相机照相机 买家秀晒图赢20元E卡 至高24期免息 EOS R100 套机 RF-S18-45mm,官方旗舰店,已售1000+,1000,佳能RF卡口微单相机热卖榜第8名,https://item.jd.com/10165137640802.html,2026-06-06T07:20:34.772Z,EOS R100,RF-S 18-45mm F4.5-6.3 IS STM,,,,,,,,,,京东
offer_jd_10183298551057,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 ZVE10/ZV-10 ZV-E10黑色单机 标配,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10183298551057,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 ZVE10/ZV-10 ZV-E10黑色单机 标配,索尼（SONY）数码旗舰店,已售8000+,8000,纯机身入门级微单相机折扣榜第6名,https://item.jd.com/10183298551057.html,2026-06-06T07:20:34.773Z,ZV-E10,,,,,,,,,,,京东
offer_jd_10202282356480,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 索尼zve10/ZV-10 创意滤镜 E10K黑色 套机 官方标配,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,3446.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10202282356480,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 索尼zve10/ZV-10 创意滤镜 E10K黑色 套机 官方标配,SONY数码专卖店,已售1000+,1000,索尼E卡口微单相机热卖榜第7名,https://item.jd.com/10202282356480.html,2026-06-06T07:20:34.772Z,ZV-E10,,,,,,,,,,,京东
offer_jd_10202282356481,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 索尼zve10/ZV-10 创意滤镜 E10K白色 套机 官方标配,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,3446.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10202282356481,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 精准对焦 VLOG APS-C画幅 索尼zve10/ZV-10 创意滤镜 E10K白色 套机 官方标配,SONY数码专卖店,已售1000+,1000,,https://item.jd.com/10202282356481.html,2026-06-06T07:20:34.773Z,ZV-E10,,,,,,,,,,,京东
offer_jd_10220073054348,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 ZV-E10黑色单机身 (上海、江苏专享) 官方标配,ProductOffer,ProductOffer|Entity,ProductOffer,,,,,,2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微单相机,10220073054348,索尼（SONY）ZV-E10K 半画幅微单相机 美肤拍照 颜值机身 精准对焦 VLOG APS-C画幅 ZV-E10黑色单机身 (上海、江苏专享) 官方标配,克尔数码专营店,已售600+,600,,https://item.jd.com/10220073054348.html,2026-06-06T07:20:34.772Z,ZV-E10,,,,,,,,,,,京东
price_jd_a7c2,Alpha 7C II 京东当前价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,11449,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,,,,,,,,,,,,,,,???,2026-06-06,??,新品,,,,,,
price_jd_r100,EOS R100 京东当前价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,2499,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,,,,,,,,,,,,,,,???,2026-06-06,??,新品,,,,,,
price_jd_r50,EOS R50 京东当前价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,,,,,,,,,,,,,,,???,2026-06-06,??,新品,,,,,,
price_jd_xt5,X-T5 京东当前价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,19698,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,,,,,,,,,,,,,,,???,2026-06-06,??,新品,,,,,,
price_jd_zve10,ZV-E10 京东当前价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,2940,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,,,,,,,,,,,,,,,???,2026-06-06,??,新品,,,,,,
price_official_a7c2,Alpha 7C II 官方参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,13999,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,?????,2026-06-06,??,新品,,,,,,
price_official_r100,EOS R100 官方参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,3999,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,?????,2026-06-06,??,新品,,,,,,
price_official_r50,EOS R50 官方参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,?????,2026-06-06,??,新品,,,,,,
price_official_xt5,X-T5 官方参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,11990,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,?????,2026-06-06,??,新品,,,,,,
price_official_zve10,ZV-E10 官方参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,?????,2026-06-06,??,新品,,,,,,
price_used_a7c2,Alpha 7C II 二手参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,10500,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,???,2026-06-06,????,二手良品,,,,,,
price_used_r100,EOS R100 二手参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,???,2026-06-06,????,二手良品,,,,,,
price_used_r50,EOS R50 二手参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,???,2026-06-06,????,二手良品,,,,,,
price_used_xt5,X-T5 二手参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,???,2026-06-06,????,二手良品,,,,,,
price_used_zve10,ZV-E10 二手参考价,PriceRecord,PriceRecord|Entity,PriceRecord,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,????,,,,,,,,,,,,,,,,,???,2026-06-06,????,二手良品,,,,,,
profile_beginner_low,新手低预算用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,预算有限、第一次买相机，重视易用、价格和轻便,0,5000,新手,入门学习,高,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_beginner_video,新手视频/Vlog用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,想拍短视频、直播或Vlog，希望操作简单,3000,8000,新手,视频创作,高,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_portrait_ff,人像全画幅用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,想拍人像和虚化，偏好全画幅与镜头生态,8000,20000,进阶,人像摄影,中,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_sports_bird,体育生态用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,重视高速连拍、追焦和长焦生态,12000,50000,专业,体育生态摄影,低,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_studio_commercial,商业棚拍用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,重视高像素、色彩、可靠性和专业工作流,20000,80000,专业,商业棚拍,低,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_travel_light,旅行轻便用户,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,旅行随拍和街拍，重视重量和便携,5000,15000,进阶,旅行随拍,高,,,,,,,,,,,,,,,,,,,,,,,,,,,
profile_video_pro,专业视频创作者,UserProfile,UserProfile|Entity,UserProfile,,,,,,,,,,,,,,,,,,,,,,,,,,重视视频规格、防抖、码率、散热和接口,12000,40000,专业,视频创作,中,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_fast,高速连拍,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,连拍指标适合运动、生态和新闻场景,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_full_frame,全画幅画质,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,全画幅系统具备更好的高感和景深控制潜力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_lens_ecosystem,镜头生态完善,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,可兼容同品牌多支主流镜头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_light,轻便机身,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,重量较低，适合旅行和日常携带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_low_cost,预算友好,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,机身价格较低，适合入门或备用机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reason_video,视频规格突出,Reason,Reason|Entity,Reason,,,,,,,,,,,,,,,,,,,,,,,,,,具备4K60p、4K120p或8K等视频能力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
review_a7c2,Alpha 7C II 综合评测,ReviewRecord,ReviewRecord|Entity,ReviewRecord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,4.8,??????AI??????????,?????????,2026-06-06,2026-06-06,
review_r100,EOS R100 综合评测,ReviewRecord,ReviewRecord|Entity,ReviewRecord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,4.6,?????????????,???????????????,2026-06-06,2026-06-06,
review_r50,EOS R50 综合评测,ReviewRecord,ReviewRecord|Entity,ReviewRecord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,4.8,???????????,??????????,2026-06-06,2026-06-06,
review_xt5,X-T5 综合评测,ReviewRecord,ReviewRecord|Entity,ReviewRecord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.8,?????????????,??????????????,2026-06-06,2026-06-06,
review_zve10,ZV-E10 综合评测,ReviewRecord,ReviewRecord|Entity,ReviewRecord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,4.7,????Vlog???????,????????????,2026-06-06,2026-06-06,
use_beginner,入门学习,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视价格友好、重量轻、操作简单和镜头成本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_landscape,风光摄影,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视高像素、宽容度、广角镜头和三脚架工作流,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_live,直播带货,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视视频追焦、翻转屏、采集卡兼容和连续供电,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_portrait,人像摄影,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视全画幅、浅景深、镜头系统和高画质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_professional,商业专业拍摄,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视旗舰性能、高可靠性、双卡和专业镜头生态,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_sports,体育生态摄影,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视高速连拍、追焦性能和长焦镜头系统,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_street,街拍扫街,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视轻便、低侵扰、直出色彩和快速启动,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_studio,商业棚拍,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视高像素、色彩、灯光同步和稳定工作流,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_travel,旅行随拍,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视轻便机身、直出色彩和通用焦段,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use_video,视频创作,UseCase,UseCase|Entity,UseCase,,,,,,,,,,,,,,,,,,,,,,,,,,重视4K或8K视频规格、防抖、散热和接口扩展,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
